Emittent;BaFin-ID;ISIN;Meldepflichtiger;Position / Status;Art des Instruments;Art des Geschäfts;Durchschnittspreis;Aggregiertes Volumen;Mitteilungsdatum;Datum des Geschäfts;Ort des Geschäfts;Datum der Aktivierung
Neon Equity AG;40029518;DE000A3DW408;TO Holding 1 GmbH;in enger Beziehung;Aktie;Verkauf;11,00 EUR;1.100.000,00 EUR;07.03.2023;03.03.2023;;08.03.2023 10:05:22
Neon Equity AG;40029518;DE000A3DW408;TO Holding 1 GmbH;in enger Beziehung;Aktie;Kauf;11,19 EUR;8.950,00 EUR;07.03.2023;03.03.2023;Xetra;08.03.2023 10:05:22
FRoSTA AG;40000841;DE0006069008;Ahlers, Felix;Vorstand;Aktie;Sonstiges;60,00 EUR;18.060,30 EUR;06.03.2023;02.03.2023;Börse Frankfurt;07.03.2023 06:01:32
BASF SE;40000910;DE000BASF111;Maas-Brunner, Dr. Melanie;Vorstand;Aktie;Kauf;47,79 EUR;57.352,30 EUR;02.03.2023;02.03.2023;XETRA;07.03.2023 06:01:32
Biofrontera AG;40005059;DE0006046113;Deutsche Balaton Aktiengesellschaft;in enger Beziehung;Aktie;Kauf;1,27 EUR;152,40 EUR;06.03.2023;02.03.2023;Berlin Tradegate;07.03.2023 14:10:27
publity AG;10118215;DE0006972508;NEON Equity AG;in enger Beziehung;Aktie;Kauf;27,30 EUR;22.443,80 EUR;03.03.2023;02.03.2023;Xetra;07.03.2023 06:01:32
DEUTSCHE BANK AKTIENGESELLSCHAFT;10100003;DE0005140008;Riley, Christiana;Vorstand;Aktie;Sonstiges;8,00 EUR;33.200,00 EUR;02.03.2023;01.03.2023;;03.03.2023 12:37:22
pferdewetten.de AG;40002028;DE000A30V8X3;Baumgarten, Lars-Wilhelm;Aufsichtsrat;Schuldtitel;Sonstiges;1.000,00 EUR;100.000,00 EUR;06.03.2023;01.03.2023;;07.03.2023 06:01:32
Bayer Aktiengesellschaft;40001030;DE000BAY0017;Winkeljohann, Prof. Dr. Norbert;Aufsichtsrat;Aktie;Sonstiges;56,27 EUR;119.978,30 EUR;03.03.2023;01.03.2023;Xetra;03.03.2023 12:48:22
Bayer Aktiengesellschaft;40001030;DE000BAY0017;Gansewendt, Dr. Barbara;Aufsichtsrat;Aktie;Sonstiges;56,27 EUR;31.626,55 EUR;03.03.2023;01.03.2023;Xetra;03.03.2023 12:48:22
Bayer Aktiengesellschaft;40001030;DE000BAY0017;Baier, Horst;Aufsichtsrat;Aktie;Sonstiges;56,27 EUR;99.944,40 EUR;03.03.2023;01.03.2023;Xetra;03.03.2023 12:42:56
Bayer Aktiengesellschaft;40001030;DE000BAY0017;Achleitner, Dr. Paul;Aufsichtsrat;Aktie;Kauf;56,27 EUR;99.944,40 EUR;03.03.2023;01.03.2023;Xetra;03.03.2023 12:42:56
ADTRAN Holdings, Inc.;50087419;;Stanton, Thomas R.;Sonstige Führungsperson;Aktie;Sonstiges;0,00 USD;0,00 USD;06.03.2023;01.03.2023;;07.03.2023 06:01:32
ADTRAN Holdings, Inc.;50087419;;Wilson Jr, James Denson;Sonstige Führungsperson;Aktie;Sonstiges;0,00 USD;0,00 USD;06.03.2023;01.03.2023;;07.03.2023 06:01:32
ADTRAN Holdings, Inc.;50087419;;Wilson Jr, James Denson;Sonstige Führungsperson;Aktie;Sonstiges;0,00 USD;0,00 USD;06.03.2023;01.03.2023;;07.03.2023 06:01:32
ADTRAN Holdings, Inc.;50087419;;Stanton, Thomas R.;Sonstige Führungsperson;Aktie;Sonstiges;0,00 USD;0,00 USD;06.03.2023;01.03.2023;;07.03.2023 06:01:32
publity AG;10118215;DE0006972508;NEON Equity AG;in enger Beziehung;Aktie;Kauf;27,40 EUR;17.344,20 EUR;02.03.2023;01.03.2023;Xetra;02.03.2023 15:40:56
Erlebnis Akademie AG;40024088;DE0001644565;Wühr, Martina;in enger Beziehung;Aktie;Sonstiges;9,80 EUR;98.000,00 EUR;02.03.2023;01.03.2023;;03.03.2023 12:32:08
The Social Chain AG;40023002;DE000A1YC996;FORTUNA Beteiligungsgesellschaft mbH;in enger Beziehung;Aktie;Sonstiges;;;02.03.2023;01.03.2023;;02.03.2023 15:47:12
InCity Immobilien AG;40005694;DE000A0HNF96;Realsoul Holding S.A.;in enger Beziehung;Aktie;Kauf;1,28 EUR;448,00 EUR;02.03.2023;01.03.2023;Xetra;03.03.2023 12:37:22
BASF SE;40000910;DE000BASF111;Kamieth, Dr. Markus;Vorstand;Aktie;Kauf;48,44 EUR;145.314,90 EUR;28.02.2023;28.02.2023;XETRA;02.03.2023 13:25:12
aap Implantate AG;40001831;;Hahn, Marek;Vorstand;Anderes auf Aktie/schuldtitel bez. FI;Sonstiges;0,00 EUR;0,00 EUR;01.03.2023;28.02.2023;;02.03.2023 15:08:04
flatexDEGIRO AG;10117887;XS2577874782;Aldach, René;Vorstand;Schuldtitel;Kauf;93,50 EUR;187.000,00 EUR;01.03.2023;28.02.2023;Börse Stuttgart;02.03.2023 14:56:19
pferdewetten.de AG;40002028;DE000A30V8X3;Dickinger, Jochen;Aufsichtsrat;Schuldtitel;Sonstiges;1.000,00 EUR;240.000,00 EUR;02.03.2023;28.02.2023;;03.03.2023 12:32:08
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,51 EUR;37.550,00 EUR;02.03.2023;28.02.2023;XETRA;02.03.2023 15:35:43
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,46 EUR;7.590,61 EUR;02.03.2023;28.02.2023;XETRA;02.03.2023 15:40:56
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,44 EUR;14.885,38 EUR;02.03.2023;28.02.2023;XETRA;02.03.2023 15:40:56
aap Implantate AG;40001831;;Krebs, Jürgen;in enger Beziehung;Anderes auf Aktie/schuldtitel bez. FI;Sonstiges;0,00 EUR;0,00 EUR;01.03.2023;28.02.2023;;02.03.2023 15:08:04
MBB SE;40004863;DE000A0ETBQ4;MBB Capital Management GmbH;in enger Beziehung;Aktie;Kauf;79,58 EUR;658.138,80 EUR;01.03.2023;28.02.2023;XETRA;02.03.2023 15:13:04
aap Implantate AG;40001831;;Langner Asset Management GmbH;in enger Beziehung;Anderes auf Aktie/schuldtitel bez. FI;Sonstiges;0,00 EUR;0,00 EUR;01.03.2023;28.02.2023;;02.03.2023 15:13:04
aap Implantate AG;40001831;;Deepblue Holding AG;in enger Beziehung;Anderes auf Aktie/schuldtitel bez. FI;Sonstiges;0,00 EUR;0,00 EUR;01.03.2023;28.02.2023;;02.03.2023 15:13:04
aap Implantate AG;40001831;;Merval AG;in enger Beziehung;Anderes auf Aktie/schuldtitel bez. FI;Sonstiges;0,00 EUR;0,00 EUR;01.03.2023;28.02.2023;;02.03.2023 15:13:04
Deutsche Telekom AG;40000239;DE0005557508;Freitag, Roland;in enger Beziehung;Aktie;Kauf;21,25 EUR;31.882,50 EUR;28.02.2023;28.02.2023;xetra;02.03.2023 13:25:12
publity AG;10118215;DE0006972508;NEON Equity AG;in enger Beziehung;Aktie;Kauf;27,40 EUR;8.494,00 EUR;02.03.2023;28.02.2023;Xetra;02.03.2023 15:40:56
sino Aktiengesellschaft;10117593;DE0005765507;Hillen, Ingo;Vorstand;Aktie;Kauf;31,30 EUR;3.130,00 EUR;28.02.2023;27.02.2023;Xetra;02.03.2023 13:25:12
BASF SE;40000910;DE000BASF111;Heinz, Michael;Vorstand;Aktie;Kauf;48,48 EUR;96.970,00 EUR;28.02.2023;27.02.2023;Börse Stuttgart;02.03.2023 13:25:12
sino Aktiengesellschaft;10117593;DE0005765507;Hillen, Ingo;Vorstand;Aktie;Kauf;31,20 EUR;49.982,40 EUR;28.02.2023;27.02.2023;Börse Stuttgart;02.03.2023 13:25:12
sino Aktiengesellschaft;10117593;DE0005765507;Hillen, Ingo;Vorstand;Aktie;Kauf;31,30 EUR;5.008,00 EUR;03.03.2023;27.02.2023;Tradegate;07.03.2023 06:01:32
Pyrum Innovations AG;40032480;DE000A2G8ZX8;Klein, Pascal;Vorstand;Aktie;Verkauf;60,00 EUR;100.020,00 EUR;27.02.2023;27.02.2023;;02.03.2023 12:46:28
Pyrum Innovations AG;40032480;DE000A2G8ZX8;Schmidt, Alf;Aufsichtsrat;Aktie;Kauf;60,00 EUR;100.020,00 EUR;27.02.2023;27.02.2023;;02.03.2023 12:40:20
Geratherm Medical AG;40001913;DE0005495626;Frank, Dr. Gert;Aufsichtsrat;Aktie;Kauf;7,87 EUR;46.984,51 EUR;28.02.2023;27.02.2023;Xetra;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,99 EUR;2.789,21 EUR;02.03.2023;27.02.2023;Lang und Schwarz Tradecenter;02.03.2023 15:24:26
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,98 EUR;5.050,07 EUR;02.03.2023;27.02.2023;Baader Bank;02.03.2023 15:30:11
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,98 EUR;11.967,00 EUR;02.03.2023;27.02.2023;Tradegate Exchange;02.03.2023 15:30:11
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,98 EUR;11.967,00 EUR;02.03.2023;27.02.2023;Tradegate Exchange;02.03.2023 15:30:11
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,98 EUR;11.967,00 EUR;02.03.2023;27.02.2023;Tradegate Exchange;02.03.2023 15:30:11
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,98 EUR;11.967,00 EUR;02.03.2023;27.02.2023;Tradegate Exchange;02.03.2023 15:30:11
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,97 EUR;2.782,93 EUR;02.03.2023;27.02.2023;Lang und Schwarz Tradecenter;02.03.2023 15:30:11
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,58 EUR;5.062,10 EUR;01.03.2023;27.02.2023;Baader Bank;02.03.2023 14:45:20
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;8,00 EUR;11.997,00 EUR;01.03.2023;27.02.2023;Tradegate Exchange;02.03.2023 15:02:07
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,82 EUR;3.126,40 EUR;01.03.2023;27.02.2023;Lang und Schwarz Tradecenter;02.03.2023 14:56:19
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,83 EUR;3.133,60 EUR;01.03.2023;27.02.2023;Lang und Schwarz Tradecenter;02.03.2023 14:51:04
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,83 EUR;3.132,00 EUR;01.03.2023;27.02.2023;Lang und Schwarz Tradecenter;02.03.2023 14:51:04
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,87 EUR;5.051,26 EUR;01.03.2023;27.02.2023;Baader Bank;02.03.2023 14:45:20
flatexDEGIRO AG;10117887;DE000FTG1111;Heinrich, Dr. Matthias;Sonstige Führungsperson;Aktie;Kauf;7,82 EUR;5.020,44 EUR;01.03.2023;27.02.2023;Baader Bank;02.03.2023 14:45:20
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,98 EUR;23.940,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 12:53:39
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,94 EUR;39.700,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:08:46
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,95 EUR;39.740,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:08:46
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,95 EUR;38.229,88 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:08:46
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,95 EUR;7.950,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:08:46
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,96 EUR;31.840,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:08:46
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,98 EUR;39.900,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,96 EUR;31.840,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,96 EUR;39.774,90 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,98 EUR;15.960,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,97 EUR;19.837,33 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,98 EUR;39.900,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,99 EUR;15.980,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,99 EUR;23.962,59 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:00:38
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,62 EUR;76.199,52 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 12:53:39
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;8,04 EUR;4.107,42 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 12:53:39
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;8,04 EUR;40.190,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 12:53:39
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;8,04 EUR;16.077,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 12:53:39
United Internet AG;40001525;DE0005089031;Ralph Dommermuth GmbH & Co. KG Beteiligungsgesellschaft;in enger Beziehung;Aktie;Sonstiges;21,00 EUR;105.940.695,00 EUR;01.03.2023;27.02.2023;;02.03.2023 15:24:26
MBB SE;40004863;DE000A0ETBQ4;MBB Capital Management GmbH;in enger Beziehung;Aktie;Kauf;77,81 EUR;151.964,10 EUR;01.03.2023;27.02.2023;XETRA;02.03.2023 15:18:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,70 EUR;9.160,62 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,90 EUR;118.477,87 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,95 EUR;79.500,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,98 EUR;39.890,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,95 EUR;39.740,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,90 EUR;39.510,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,97 EUR;39.860,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
flatexDEGIRO AG;10117887;DE000FTG1111;Carpio GmbH;in enger Beziehung;Aktie;Kauf;7,96 EUR;39.800,00 EUR;28.02.2023;27.02.2023;Tradegate Exchange;02.03.2023 13:17:35
